Valoracion,Comentario
1,en mi caso la sensacion tras la aplicacion es agradable y con buen aroma lo de antiarrugas ya lo veremos con los anos de momento noto la piel mejor hidratada y con mejor aspecto
1,comentamos loreal paris men expert vitalift contorno de ojos antiedad  15 ml nos encontramos con aplicador para contorno de ojos de 15 mlaplicador muy sencillo cada dia una gota alrededor de cada ojo y masajear presenta principales caracteristicas contorno de ojos antiedad deshincha visiblemente las bolsas y tensa la piel textura de gel ultraligera y fresca que penetra en la piel al instante no grasa ni pegajosa enriquecido con extracto de vina francesa conocido por su alto poder antioxidante lo que mas me ha gustado olor agradable y muy sencilla aplicacion y alivia ojeras lo que menos me ha gustado  el bote es bastante pequeno y en el mercado encontramos otras alternativas naturales a mejor precio espero haberos ayudado  saludos
1,mi marido no es de utilizar muchas cremas unicamente una hidratante que se aplica normalmente cada noche antes de acostarse ya con 40 anos tiene bastantes patas de gallo arruguitas en las zonas de los ojos asi que hemos decidido probar un contorno de ojos para mejorar la zona o por lo menos evitar que empeore mas el contorno de ojos es bastante basico daros cuenta que cuesta unos 10 euros y en cosmetica por ese precio no puede pedirse mucho el envase un tubito de 15 ml con aplicacion mediante presion no me convence demasiado prefiero los aplicadores de tubo muy finito para este tipo de productos en mi opinion tiene una textura tipo gel no es crema es bastante fresca pero poco hidratante yo su mujer tambien lo he probado y creo que esta zona normalmente necesita mas hidratacion tiene un poquito de olor no mucho que es agradable respecto a los resultados ahi vamos quiza vayamos notando poco a poco una mejora de la zona aunque por ahora sin resultados muy llamativos recalco que por este precio lo entiendo os dejo unas fotografias que espero que os ayuden
1,con una gota y un masajito con el aplicador tipo pintalbios una vez al dia es suficiente para comenzar a ver efectos positivos yo no tengo mucha bolsa bajo los parpados pero ahora es que casi no tengo con las arrugas tambien trabaja muy bien pero a mi lo que mas efecto me ha hecho es con las ojeras vaya como se nota el cambio y solo llevo 3 dias usandolo la verdad que yo no soy de usar estas cosas pero ultimamente no me gustaba como me veia los ojos en el espejo y este gel de loreal men expert me esta haciendo un gran trabajo se absorbe e hidrata muy bien y lleva un antioxidante potente como la vina francesa lo cual ayuda a mejorar la salud del contorno del ojo quiza no como solucion definitva pero si como medida de ataque contra estos problemas se lo recomiendo a cualquiera
1,mi esposo lleva tiempo usando este gel ya que siente que le suaviza mucho la piel se absorbe muy rapido en la piel es una marca muy buena para los productos de cuidado de la piel tiene buena textura deja la piel muy suave se puede aplicar dos veces al dia
0,donde mas se nota la edad es en los ojos sobre todo alrededor de ellos donde suelen salir pequenas arrugas que nos hacen parecer mas mayores de lo que somos esta crema para el contorno de ojos viene a paliar esta sensacion de vejez y a hacernos creer que si la usamos se quitaran esas arrugas y pareceremos mas jovenes en realidad no es una mala crema hidrata y huele muy bien cuando te la pones notas una sensacion de frescor muy agradable a mi en este aspecto me gusta bastante para aplicarlo correctamente es conveniente dar un suave masaje a la zona de alrededor de los ojos con el producto eso nos produce alivio y hace que la crema penetre mucho mejor las arrugas siguen en su sitio no se han movido de alli y no lo haran vivo con ellas no me preocupan y no necesito esconderlas para ocultar mi edad si quieres una crema hidratante para esa zona esta es buena opcion aunque hay otras mas baratas con el mismo resultado si quieres eliminar las arrugas esta crema no lo hara
1,se trata de una crema de contorno de ojos para hombres de la marca loreal y se presenta en un pequeno envase de 15 ml la crema tiene una textura algo densa por lo que se hace imprescindible aplicarsela mediante un pequeno masaje ya que tarda un poco en ser absorbida el olor es agradable y cabe destacar que no es nada grasa una de las cuestiones que mas valoro de cualquier crema una vez aplicada si que se nota la piel mas suave e hidratada aunque aun no puedo opinar sobre el efecto lifting de la misma ya que cuanto menos se necesitaran 3 o 4 semanas para poder valorarlo con cierta objetividad en cualquier caso las impresiones hasta el momento son positivas  como cuestion curiosa en las especificaciones se indica que la crema esta enriquecida con extracto de vina francesa que no tengo ni idea de que ingrediente milagroso es ese pero que leido asi suena un poco a remedio de la abuela maxime cuando buscando en google lo unico que encuentro es que es rico en antioxidantes y que el extracto de vina francesa se cultiva en francia d espero que esta opinion te haya sido util 
1,crema para el contorno de los ojos para hombres aunque soy reacio y un poco esceptico en este tipo de productos tras el uso de varios dias he notado diferentes mejoras en los ojos asi que he de confesar que se nota y de hecho mucho hay que aplicar una simple gota en cada uno de los contornos de los ojos y bolsas los efectos que he notado es que la luminosidad de la zona mejora disminuye considerablemente al menos en mi caso el color oscuro de la zona de la bolsa de los ojos tambien he decir que pesa a mis 42 anos no tengo muchas arrugas gracias a mi tipo de piel que es grasa pero la zona de los ojos con esta crema ha sufrido una mejoria asi que muy bien en cuanto a la aplicacion como decia una simple gota y masajeo en la zona del contorno hasta la absorcion deja la piel suave y para nada grasa buen producto y pese a mi escepticismo he notado mejorias seguire usando el producto asi que buen producto con un precio razonable 990 para los beneficios que aporta
1,nada mal esta crema de loreal la he estado probando durante unas semanas y la verdad es que ya no tengo la piel tan reseca como antes creo que hidrata bastante y tiene una absorcion rapida cosa importante para los hombres sobretodo si tienes barba de unos dias en cuanto a las arrugas y tal de momento me considero joven y no creo que lo necesite de todas formas nunca me creo lo de las cremas magicas que quitan arrugas asi que simplemente os dire que esta crema hace su funcion principal que es hidratar la cara y protegerla la crema en si es de las mas recomendadas en varias revistas y paginas web asi que por algo sera ademas de que loreal es una marca reputada unido a su bajo precio es una muy buena recomendacion espero que este analisis os haya servido un saludo
0,contorno de ojos antiedad para hombre de loreal presentado en tubo con aplicador de 15 ml la forma de uso es muy sencilla aplicar 1 gota alrededor de cada ojo y masajear con delicadeza se puede masajear directamente con el aplicador del tubo en nuestro caso hemos preferido dar suaves toquecitos con los dedos para extender la crema el producto esta indicado para desinchar las bolsas y tensar la piel y efectivamente el efecto es bastante visible por lo menos a nivel de hidratacion y coloracion puesto que si tienes tendencia a tener ojeras marcadas notaras que se ven menos a efectos de tensar y desinchar no puedo certificar que funcione hidratar y dar buen aspecto a la zona del contorno de ojos si por lo menos en el caso de la persona que lo ha utilizado en cuanto a su textura y apariencia es la de un gel mas que una crema y no deja sensacion grasa al aplicarlo la piel lo absorbe con rapidez algo que no nos ha gustado en absoluto en casa a sido su olor nos ha parecido bastante desagradable con un toque avinagrado en cuanto al inci el listado de ingredientes del producto es largo y tiene sus luces y sombras por un lado tiene algunos productos naturales como extractos de diversas plantas pero por otro contiene algunos ingredientes no muy recomendables si queremos contar con un producto lo mas ecologico posible por lo me parece que aunque ciertamente funciona es un producto mejorable en cuanto a la utilizacion de ingredientes biologicos y naturales para sustituir a otros quimicos de los que debemos prescindir ahora como cosmetico para reducir bolsas y ojeras funciona de manera eficaz y rapida
1,se trata de un producto o contorno de ojos que promete frenar los 5 signos del envejecimiento refresca y te hidrata la piel esta indicado para zonas sensibles como es el contorno de ojos cuello etc su efecto para frenar la aparicion de arrugas me seria dificil valorar lo que si puedo decir que te refresca e hidrata y te da una buena sensacion y si ademas nos ayuda a tener la piel joven mas tiempo pues bienvenido sea el aplicador es sencillo y pequenito tamano de un cacao normal tiene en su extremo un orificio y al presionar el tubo lo aplicas sobre tu piel y con el mismo aplicador masajeas un poco y listo
1,me gusta ya lo he usado y por ello vuelvo a repetir hidrata la piel lo uso para despues del afeitado y por las mananas se absorbe rapidamente y no es graso
1,algunos tenemos una tan buena cara que no es necesario usar cremas pero la edad no perdona y la meteorologia tampoco es una buena crema por un precio muy comedido y sobre todo no me da la sensacion de pringoteo en la cara al contrario que las cremas femeninas no me gusta en exceso esa sensacion aceitosa y esta de loreal va muy bien ya con 45 tengo que pensar en mantenerme jeje
1,no creo que sea un deshinchador de bolsas de ojos ya que en ese aspecto no es mas eficiente que otras marcas pero si me gusta el resultado que me esta dando en las arrugas de los ojos me parece que se notan menos las arrugas tras varias semanas de tratamiento para las bolsas ciertamente no veo que actue tan rapido como otros productos no noto irritacion en los ojos como si me sucede con las cremas antiedad que utilizo para el rostro importante para la aplicacion no debemos excedernos y tenemos que seguir las recomendaciones de loreal aplicar una gota debajo de los ojos y extender con el propio aplicador por el contorno del ojo por que si nos excedemos puede ser contraproducente ya que el exceso de producto se puede acumular y empeorar las bolsas pero esto como todo que cada uno lo pruebe y de su propia opinion
1,he probado varios productos de la linea men expert me gustan sobre todo porque yo de pequeno siempre tenia una lucha con mi madre que siempre estaba poniendome nivea en la cara y ahora de adulto tengo cierta resistencia a ponerme potingues en la cara pero como decia este producto me gusta porque cuando me lo pongo no me da la sensacion de estar poniendome un potingue o algo pesado es muy ligero facil de aplicar se absorbe enseguida las manos no se me quedan pegajosas e ilumina la piel muy bien en el caso de este antiarrugas he notado un poco mas de hidratacion que en otros del tipo hydra energetic en fin que me gusta
0,el olor no es nada agradable comparado con otras cremas que compre al mismo tiempo he dejado de ponermela mas que nada por el olor
1,la piel la absorve muy rapido y da bastante frescor la formula me funciona tiene cantidad de antioxidantes no es nada pegajosa ni grasa y ya con 44 anos y al tener la piel seca tengo que cuidarme las arrugas de expresion ya han dado la cara eso si evito ponermela en el contorno de ojos como recomienda el fabricante me estoy aplicando la crema a diario por la manana por la manana con la cara recien lavada y por la noche en varios usos noto la piel un poco mejor aunque obviamente no existen los milagros en esto y no las elimina pero las reduce que no es poco la hidratacion se nota al instante la veo muy buena crema
1,vita lift un contorno de ojos antiedad el cual indica que reduce visiblemente las arrugas y disminuye el color oscuro de las ojeras ademas de deshinchar las bolsas se presenta en lapiz de ojos con el aplicador incluido es decir no tenemos que tocar la crema la aplicacion es muy sencilla apretar lo minimo lo mas suave pues con muy poca cantidad nos dara para mucho la crema es densa a simple vista y simplemente con muy poca cantidad aplicamos al contorno del ojo y la zona de las arrugas de expresion enseguida notaremos un frescor en la zona aplicada y podemos visualizar como hidrata toda la zona aplicada despues de 7 dias de uso yo he notado cambios sobre todo en hidratacion y las arrugas no se ven tan marcadas queda muy bien la piel y en poco tiempo vemos resultados
1,este producto de loreal lo suelo usar para cuando tengo ojeras tras un fin de semana salvaje realmente reduce las bolsas de los ojos y el color de las ojeras ademas de tensar e hidratar un poco la piel no soy muy amigo de estas cremas o potingues pero las ojeras a veces me comen y con esto reduzco un poco la hinchazon de las mismas lo uso esporadicamente ya que estos productos incluyen disodium edta un producto que puedes ser cancerigeno un saludo a tods 
1,este botecito contiene 50 ml de un producto de loreal que resulta realmente efectivo cumple lo que promete reduciendo las lineas de expresion y las arrugas yo me lo aplico por la noche despues de ducharme aunque el fabricante recomienda hacerlo tambien por la manana en mi caso como noto los efectos durante todo el dia siguiente tan solo lo utilizo una vez al dia la textura es muy ligera y no es grasa se absorbe bien recomendaria a cualquier hombre usar la gama vita lift porque da muy buenos resultados de verdad de la buena
1,llevo varias semanas utilizando esta crema y estoy muy contento con los resultados logicamente no se puede esperar milagros pero la piel ciertamente se nota mas suave y tersa tras unos dias de aplicacion ademas es una crema que no resulta aceitosa incomoda de aplicar se absorbe con rapidez y se puede usar en cualquier momento por casa el precio tambien me parece mas que correcto para lo que puede durar el envase asi que debo recomendarla si o si muy contento con esta crema vita lift men expert
1,el producto de loreal paris contiene 15 ml de crema antiedad para el contorno de ojos enriquecido con extracto de vina y su aplicacion se realiza mediante un dosificador la crema se aplica muy facilmente una gota alrededor de cada ojo y despues se masajea la crema se absorbe muy bien y no deja una sensacion grasa nutre e hidrata la piel dejandola muy suave ademas desprende un olor muy agradable el tiempo dira si el tratamiento verdaderamente funciona mejorando nuestro contorno de ojos pero desde luego como mantenimiento de nuestra piel es un acierto seguro por el precio que tiene 1074  muy recomendable un saludo
1,despues de utilizarla varios dias seguidos me ha gustado el resultado sobre la cara no pringa como otras cremas y tiene un olor agradable si no te gusta lo de echarte cremas esta es la tuya la cara se nota que te queda mas suave
1,buen producto y con buena cantidad pense que vendria poca cantidad pero viene bastante y pues la verdad es que si notas algo de mejora en la cara no esperes milagros no te va hacer mas joven  pero al menos tienes la piel mas hidratada p
1,esta crema la esta utilizando mi pareja asi que a continuacion escribo lo que el me ha dicho del producto  se extiende facilmente y no deja sensacion grasa en la piel  el aplicador es comodo perfecto para coger la cantidad exacta de crema necesaria en funcion de cuanto se presione  nota la piel mas suave tersa e hidratada aunque en un mes de uso no ha notado mucho la disminucion de las arrugas  echa de menos que tenga proteccion solar aunque no sea muy alta  la relacion calidad precio es muy adecuada pues en el momento en el que escribo esta resena el precio del bote no llega a 10 euros en su opinion es un producto muy recomendable
1,es curioso leyendo otras opiniones hay mucha disparidad con respecto a la absorcion en mi caso yo soy de los que opina que no se absorbe bien del todo soy usuario de otra crema de la misma marca que si se absorbe perfectamente y esta sin embargo no lo hace es una crema bastante densa que si da sensacion de hidratacion pero que te deja la cara algo brillante y cno sensacion de llevar la crema encima si me paso un dedo aun sale con restos de crema por eso no le doy las 5 estrellas por lo demas tendre que probar varios botes para confirmar si tiene algun efecto anti edad de verdad aunque a esos precios es dificil pedir milagros
1,siempre por lo general este tipo de productos para cuidar la piel van destinados al publico femenino  ahora  loreal ha sacado un hidratante diario para uso masculino  combatiendo 5 signos de la edad  alisa las arrugas  hidrata la piel  mejora la luminosidad  reafirma la piel y protege contra agentes externos con sus agresiones tras usarlo durante dos semanas puedo decir que se empiezan a ver los primeros resultados obteniendo una piel mucha mas rejuvenecida y suave  la aplicacion es facil  simplemente masajea sobre la piel por la manana y por la noche o podemos usarlo despues del afeitado  en definitiva un producto a buen precio  usable en el dia a dia y con unos buenos resultados  no es perfecto  pero da buenos resultados  buena compra 
1,la crema vitalift de loreal es posiblemente de las mas recomendadas en su categoria en mi experiencia habiendo probado otras marcas me quedo con esta sin duda para uso de manana y noche no es nada grasa deja un olor sutil y muy agradable y al cabo de un par o tres de semanas se notan los resultados no son espectaculares pero se notan y los notan lo recomiendo
1,un buen contorno de ojos para el dia a dia muy hidrantante y fresco tras aplicarlo no se necesita usar mucho producto ya que cunde bastante para ambos ojos su aplicador es muy ergonomico gracias a su corte angular te permite medir bien la cantidad de producto que se echa en la llema del dedo dura bastante llevo casi un mes y aun me queda espero haberos sido util saludos
1,se trata de loreal paris men expert vitalift gel antiarrugas de absorcion rapida 50 ml pues es una crema para hombre que tiene por funcion principal prevenir los primeros efectos de la edad en la piel para empezar dire que como siempre loreal es garantia de calidad tiene una buena presentacion en un bote de plastico duro con dosificador que nos permite aprovechar al maximo todo el producto la crema en si tiene una textura agradable que se extiende de forma facil no engrasa la piel y se absorbe bien la piel queda con sensacion de frescura nutrida y bien hidratada supongo que para notar algun efecto sobre las arrugar hay que prolongar el tratamiento mas en el tiempo pero las primeras impresiones ya son buenas el precio creo que esta bastante ajustado para un producto de este tipo por todo ello os la recomiendo porque considero que es una buena opcion de compra
1,es una crema anti edad para el contorno de ojos que realmente parece que funciona en mi caso aunque ya tengo cierta edad he de decir que no tengo muy marcadas las arrugas en esa zona aun asi despues de aplicarla claramente se nota la piel mas suave hidratada y las arrugas practicamente no se notan basta una gota y dar un ligero masaje mediante el aplicador que tiene el tubo durante breve tiempo suavemente y listo me parece un producto recomendable
1,las cremas de contorno de ojos vienen muy bien para corregir ojeras y eliminar la fatiga en la zona llevo usando esta crema unos dias y me esta gustando por varios motivos te cuento un poco mas  a destacar se absorbe genial mucho mejor que otros que he probado no hace falta mucha cantidad se extiende muy bien y se aplica perfectamente puedes guardarlo en la nevera y aplicarlo antes de salir refrescando la zona y ayudando asi a bajar la inflamacion si la tuvieras tipo bolsa a mi me esta funcionando y he notado como me baja la inflamacion en contorno de ojos despues de dias de mucho estres  a mejorar lo que no me gusta es el aplicador este tipo de aplicador no me parece comodo desde que aparecieron los que llevan bolita o rollon me he acostumbrado a ellos y ademas enfrian la zona mucho mas ojo tampoco es un producto milagro o de accion rapida pero va genial
1,hace su papel sin milagros nota espesa y con muy poca cantidad hace su cometido por lo que es de calidad no esperes milagros pero ayuda mucho al aspecto general
1,muy agradable me lo pongo antes de dormir y proporciona bastante frescor en la zona de las bolsas de los ojos no pica ni tira como otros que he probado y proporciona un plus de hidratacion
1,se trata de una crema hidratante antiedad para hombre de la marca loreal paris esta pensada para un uso diario y viene en un bote con dosificador que facilita bastante su uso la idea es usarla para para cara y cuello y la verdad es que hidrata bien la piel sin llegar a dejarla grasienta la deja suave y fresca no tiene un olor demasiado intenso cosa que se agradece es una buena idea para usar sobretodo despues del afeitado aunque si debo decir que la veo util sobretodo para hombres con la piel seca la verdad es que por precio esta bastante bien aunque evidentemente que no hace milagros
1,al pulsar el tubo sale una crema de aspecto suave y color claro al aplicarlo se siente un ligero frescor y huele muy sutilmente a agua de colonia pero enseguida se pasan los dos efectos el frescor y el olor tambien he notado que mejora inmediatamente la luminosidad de la piel asi que imagino que tendra algun producto que cause ese efecto optico de que no hay arrugas o manchas pronunciadas contenido viene perfectamente embalado y es un tubo a modo de crema lo usare una temporada para luego editar este comentario pero en principio la sensacion en la piel es agradable recomendado para los que empezamos a cuidarnos en serio un saludo
1,ya he esto usando este producto y para mi va bien no le encuentro ningun inconveniente
1,crema hidratante para hombre de loreal esta crema sigue la linea de otros productos de cremas para hombres esta crema proporciona 5 efectos a la piel de los hombres antiedad firmeza efecto tensor buena cara e hidratacion yo he usado este tipos de productos de esta misma marca en particular uso el gel hidratante y la verdad que usar esta crema ahora me ha gustado me la aplico por las mananas y queda una sensacion de frescor y de hidratacion en la cara muy agradable se absorbe rapido y deja la piel suave y sin sensacion grasa a mi particularmente me gusta mucho porque yo tengo la cara muy grasa y cuando me la doy noto como no la tengo tan grasa no tiene protector solar como muchas de las cremas que usan las mujeres que creo que seria un punto a favor porque mucho sol envejece a mi personalmente me hay gustado mucho me parece una crea de buena calidad
1,crema hidratante antiedad integral vita lift 5 men expert es un crema consistente que cuesta extender un poco mas que otras cremas pero una vez absorbida dejauna sensacion de piel sensacion de suavidad limpieza e hidratacion excelente me gusta que es muy poco grasa y no produce brillos y permite que la piel transpire correctamente evitando de esta mantera que la crema salga a florecer cuando hace calor es un crema antiarrugas que da firmeza e hidratacion a la piel y que ademas produce un efecto tensor y efecto de buena cara cuando las extiendes se aprecia un agradable perfume que incrementa esa sensacion de limpieza que he comentado antes
1,lo mejor de este gel antiarrugas es que no es nada graso es muy ligero y refresca la piel tras varios dias de uso notas la piel mas firme las lineas de expresion se atenuan me gusta mucho y lo recomiendo
1,es de las cremas mas densas de loreal men expert y hay que masajearla un poco pero luego se absorbe perfectamente y deja la sensacion de piel limpia solo que mucho mas suave e hidratada cero brillos incluso en los dias de calor y no da sensacion de llevar una mascara a mi chico le pasa con algunas cremas muy hidratantes que a lo largo del dia nota la crema como una mascara sobre la piel y necesita lavarse la cara con esta cero problemas a mi me parece que tiene un exceso de perfume pero a mi chico no le molesta en absoluto dice que son solo unos segundos y que luego el perfume desaparece ahi le doy la razon yo soy muy particular con los perfumes y no noto nada que me moleste cuando me acerco a abrazarlo o besarlo lo mejor deja la piel suave confortable flexible y como contaba mi chico dice que te olvidas de que te has echado crema perfecta
1,esta crema hidratante esta genial es de muy buena marca y se ven resultados satisfactorios muy recomendable
1,echo en falta la punta metalica en este contorno de ojos ya he utilizado otros de la misma marca donde ponen la punta metalica que al estar fria deshincha los ojos y los hidrata a la vez el producto reduce las arrugas las ojeras y es reafirmante solo hay que aplicar un pequena cantidad alrededor del ojo y dar pequenos golpecitos con los dedos para que la absorcion sea completa es un buen producto me ha gustado pero creo que con la punta metalica se consigue mas efecto que con la punta de plastico el precio es bueno para la calidad que ofrece
1,bote de gel antiarrugas de loreal con 50 ml de capacidad este gel permite hidratar y reparar las arrugas que al edad va realizando se recomienda su uso una vez por la manana y otra por la noche en mi caso prefiero usarla solo por la manana su uso es comodo y se absorbe muy rapido muy recomendable
1,utilizado por hombre de 50 anos suelo salir al campo y siempre vuelvo con la car quemada por el viento y el frio envejecido despues de una ducha y afeitado con esta crema siento una agradable sensacion ademas la piel me queda con un brillo y suavidad muy agradable la suelo utilizar tambien por la manana me llena la cara y me sienta bien sin duda una buena crema sobre todo para mi por mi edad y por lo castigada que tengo la piel me gusta
1,crema para reducir los signos de edad en la zona de los ojos ojeras y arrugas yo la uso por las noches antes de irme a la cama mas que nada porque por las mananas no me gusta ponerme cremas ni cosas en la cara para ir al trabajo y asi dejo que la crema puede cumplir su funcion durante el tiempo de sueno la crema se absorbe rapidamente yo uso muy poquito y la extiendo entre las zonas por debajo de los ojos y en los laterales donde suelen salir arrugas llevo solo 3 dias con lo que no puedo opinar sobre su efectividad pero si puedo decir que es una crema que da frescor al usarla y que se absorbe rapidamente no dejando restos a simple vista si que notas que la llevas si tocas en esas zonas
1,particularmente es muy satisfactoria estoy contento con la compra
1,jamas habia usado crema de ningun tipo porque siempre me ha dado sensacion de grasa y se quedaba la cara resbaladiza pues tengo que decir que desde he probado esta la estoy usando por la manana y por la noche la crema se absorbe rapido y no deja la cara pegajosa ni resbaladiza ademas tiene un olor muy agradable que te da la sensacion de limpieza y no se si es efecto placebo o esta pasando de verdad y es que por la manana cuando me la echo noto la cara como mas iluminada y con mejor aspecto me ha gustado esto de echarse crema y cuidarse
1,quizas muy cara pero hidrata bastante bien tiene buen olor y se absorbe rapido
1,cumple con creces el efecto absorcion rapida fresco todavia no puedo confirmar su efecto a largo plazo
1,a mi marido le encanta lleva un par de semanas usandola y esta muy contento no le deja la piel grasienta y se la echa todas las mananas al salir de la ducha la textura es muy buena y huele genial hidrata muy bien la piel no he visto efectos anti edad porque no tiene arrugas pero es seguro que la volvera a comprar
1,es un pequeno bote de 50ml con un dosificador por presion es muy facil de aplicar me lo echo por la noche una media hora antes de acostarme pienso que es lo mas recomendable ya que no tiene protector solar y ademas la absorcion es rapida por la manana te aclaras la cara con un poco de agua o la ducha y listo el efecto de hidratacion si se nota lo de producto maravilla me lo creo menos pero al menos te deja un aspecto mas brillante tenso y saludable otro factor muy a tener en cuenta es el precio es mucho mas economica que otras cremas con los mismos resultados
1,por fin un producto de absorcion rapida para los hombres que no estamos acostumbrados al cuidado de la piel pero que empezamos a notar que lo necesitamos esa textura en gel facilita mucho la aplicacion del producto y la sensacion de frescura e hidratacion posterior es sumamente agradable y duradera recien lo empiezo a usar pero ya estoy seguro que estara siempre en casa y en mi neceser de viaje gracias a su tamano 50ml todo ventajas
1,lo probo mi pareja y bueno no es que se note mucho en la primera aplicacion pero bueno como gel hidratante bien se me hace un poco caro comparado con otras cremas hidratantes pero supongo que es mas por el antiedad
1,es un gel rojo que da frescor nada mas aplicarlo en la piel yo lo uso a diario despues de afeitarme en la piel seca evito el contorno de los ojos rapida absorcion y grata sensacion de piel hidratada y sin arrugas despues de dos semanas seguro que voy a seguir usandolo
1,es muy buena y realmente se nota el efecto tras semanas de uso reduce visiblemente las arrugas alisa las arrugas e hidrata la piel recomiendo su uso un saludo
1,es una crema antiarrugas para hombres a mi tio le ha gustado mucho me ha sorprendido bastante desde su tamano a su textura y aroma todo me ha gustado su precio sobre todo lo considero un buen regalo accesible a cualquiera
1,funciona a la perfeccion y hace la vez de cream con lifting me encanta deja la piel tersa y suave
1,esta bastante bien pero demasiado grasosa pero hidrata
0,este gel antiarrugas no me acaba de convencer creo que es por varios factores en primer lugar su apariencia es un gel rojotranslucido que parece del todo artificial ademas me huele mucho a alcoholy no le considero el mejor ingrediente para una crema hidratante en la lista de ingredientes el alcohol esta el segundo solo detras del agua  puede que la marca de expresion tienda a desaparecer o atenuarse pero para mi no es lo suficientemente hidratante en fin no repetire
0,crema hidratante de calidad mediabaja en general como todas las cremas de loreal productos con mucho marketing pero poca efectividad salvo el hidratar la piel
1,es un buen producto notas la mejora y no engrasa nada la cara
1,un gel ligero muy agradable al tacto que deja mucha sensacion de frescor y que se absorbe muy rapidamente sin duda alguna un prodcuto que hay que tener
0,una de las cosas que mas me llamo al recibir esta crema fue su agradable olor viene presentado en una caja de carton de color plateado y naranja donde tenemos algunas caracteristicas dentro nos encontramos con el frasco cuyo aplicador puedes abrir y cerrar para que salga o no salga la crema es una crema con un olor super agradable sutil pero perfumado ademas el aroma permanece en la piel por un largo rato es muy untuosa y se reparte muy bien sin dejar restos aceitosos y sin hacer que luego te sientas como pegajoso se absorbe muy bien el bote es solo de 50 ml que si bien es poca cosa permite aplicartelo en la cara unas cuantas veces personalmente no he notado efecto lifting las arrugas siguen ahi igual de profundas igual de marcadas la misma cantidad de ellas aunque no descarto que el placebo le sirva a muchos no estoy de acuerdo con la politica de testeo en animales de loreal creo que estamos lo suficientemente avanzados como para torturar animales testando en ellos productos destinados a humanos antes que este tipo de cremas llena de quimicos impronunciables que nadie conoce recomiendo hidratarse la piel con aceites naturales tipo argan jojoba o de almendras al menos de esa forma la piel no solo se hidrata tambien se nutre y queda super suave
0,en mi caso me ha ido muy mal he limitado su uso exclusivamente por la noche y por no tirar al bote no solo es excesivamente graso sino que hace pelotillas a las horas cuando ya estas en la calle y super anti estetico supongo que es para pieles mas maduras o castigadas mi piel parece que no necesita tanta hidratacion y no la absorve bien a favor dire que no irrita la piel que si he notado un aspecto mejor pero no repetiria
1,ha sustituido a mi usual crema hidratante y postafeitado de nivea men me encanta el olor y la suavidad que deja en la piel se nota a corto plazo
0,es crema es para mi gusto excesivamente grasienta una vez puesta en la cara tarda en ser absorbida por la piel y el olor es fuerte tengo la piel grasa por lo que prefiero cremas con un tacto mas liquido y que no tan espeso sin lugar a dudas no esta hecha para personas con la piel grasa el producto cuenta de origen con un taponcito en la valvula de salida y con una tapa de plastico transparente
0,da la sensacion de hidratar tarda en secar esto ya no me gusta y me quedan restos de crema cuando te tocas la vas separando de la cara una autentica guarrada
0,no es muy buena para pieles grasas no merece la pena por el precio
1,muy buen producto que ayuda a hidratar la tez intensamente de precio esta bien da gusto que una marca reconocida se acuerde de las pieles masculinas para su cuidado recomendable
1,despues de usar muchos productos similares me quedo con este tengo la piel grasa pero este producto hace que no sea asi el olor es genial se extiende fenomenal y rapido muy contento seguire usandolo por mucho tiempo
1,de los sitios mas barato que la he visto y encima programado cada 2 meses algo mas de descuento no voy a decir nada que no sepais de la marca quien busque productos de estos ya sabe como son tiene buena hidratacion
1,la verdad que el producto me gusta mucho se nota los efectos casi al momento el aplicador aunque lo tienen otras marcar esta genial porque asi no sufre la piel que esa zona es muy sensible a agresiones se absorbe bastante rapido
0,puedo decir que aromaticamente es excelente huele super bien y deja un fragancia muy agradable pero precisamente no me compre este producto para que su olor sea lo que mas destaque tras bastantes semanas de uso no he visto ningun resultado en mi piel y es como si realmente no me hubiera echado nada lo siento por ser tan contundente pero es la realidad esperaba mejores resultados
1,se la regale a mi marido para reyes y desde que la esta usando la verdad que las lineas del ojo y las ojeras se le han disimulado muchisimo tiene una absorcion muy buena y un olor agradable cuando se termine la volvere a comprar
1,vale la pena comprar la crema en ofertas como la del prime day salen muy bien de precio la marca de sobras conocida ofrece confianza buena hidratacion y buena absorcion para el dia a dia esta muy bien
1,el producto me ha gustado provoca en la piel una buena sensacion y queda muy suave y tensa el olor es agradable y se extiende facilmente esperaba que el bote durara mas aplicandolo 2 veces al dia me ha durado 15 dias
1,buena crema se absorbe en el momento es verdad que tampoco se nota como dice la gente que disminuye las arrugas en el momento ni a los diaspero digo yo que por lo menos evitara que salgan mas de las que tienes e hidrata la cara
1,la verdad es que no solia usar muchas cremas ya que que suelen quedar restos y dejar la piel grasa pero este no es el caso va muy bien y parece que los resultados son buenos
1,muy contento con la crema me deja bien la piel me costo 699 mas barato que en otros sitios
1,textura muy agradable se absorbe rapidamente
1,recomiendo este producto me deja un mejor aspecto de cara
1,el precio y su calidad
1,muy buen producto
1,perfecto para mi piel algo seca
1,buena compra
1,cumple su funcion de hidratacion
0,nefacto lo compre para las ojeras y nada llevo as de 2 semanas y creo que voy a peor
